"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190401 ~ 20200331"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대전광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201908","21","4,300","0","14","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201909","3","3,000","0","1","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201909","7","3,500","0","11","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201909","16","4,500","0","10","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","201909","27","4,500","0","2","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201910","7","4,300","0","14","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","201910","8","4,300","0","5","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201910","16","4,200","0","8","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","32.3658","201910","29","500","39","2","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201911","3","4,500","0","11","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","32.3658","201911","11","2,000","15","3","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","201911","14","3,700","0","9","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","35.8818","201911","21","1,000","20","3","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","201911","26","4,500","0","2","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","32.3658","201911","30","500","25","13","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","46.1031","201912","2","8,000","0","4","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","201912","3","4,200","0","10","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","46.1031","201912","3","8,500","0","13","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","46.1031","201912","14","8,000","0","11","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","202001","4","5,000","0","4","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","202001","16","4,500","0","8","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","32.3658","202001","20","500","30","3","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","202002","12","4,500","0","8","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","202002","13","5,500","0","6","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","35.8818","202002","17","1,000","22","1","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","32.3658","202002","19","4,500","0","8","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","전세","35.8818","202003","25","5,000","0","8","2001","대화1길 77"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","32.3658","202003","30","2,000","20","10","2001","대화1길 77"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","월세","54.18","201912","29","500","30","2","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","월세","73.415","202003","12","500","30","1","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","전세","54.565","202003","30","4,000","0","3","1987","대화11길 11"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","전세","60.855","201905","4","5,500","0","2","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","월세","60.855","201905","14","500","28","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","전세","60.855","201905","25","5,000","0","2","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","전세","60.855","201906","13","4,000","0","4","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","전세","60.855","201908","6","4,000","0","1","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","전세","60.855","201908","7","5,000","0","3","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","월세","60.855","201911","6","500","30","3","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","월세","60.855","202001","29","300","30","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","월세","60.855","202002","1","0","25","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","전세","60.855","202002","10","6,000","0","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","월세","60.855","202002","19","500","30","2","1990","동심1길 103"
"대전광역시 대덕구 대화동","16-163","0016","0163","신대화","월세","56.24","201904","3","200","30","2","1983","대전로 1255"
"대전광역시 대덕구 대화동","16-163","0016","0163","신대화","월세","56.24","201904","29","500","23","3","1983","대전로 1255"
"대전광역시 대덕구 대화동","253","0253","0000","오광무지개","월세","63.81","201904","14","500","30","4","1986","생산5길 22"
"대전광역시 대덕구 대화동","253","0253","0000","오광무지개","전세","63.81","202001","10","5,500","0","4","1986","생산5길 22"
"대전광역시 대덕구 대화동","229-12","0229","0012","장미","전세","63.36","201912","10","4,000","0","4","1986","동심5길 16"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","43.45","201904","9","6,500","0","6","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201904","24","6,000","0","3","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","48.87","201904","29","6,000","0","7","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","49.215","201905","21","6,500","0","7","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","46.9405","201905","21","6,500","0","6","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","43.45","201905","27","6,500","0","3","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","43.45","201906","3","6,500","0","5","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201906","13","6,500","0","6","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.23","201906","13","6,500","0","6","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","46.9405","201906","20","6,500","0","5","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","43.45","201906","20","6,500","0","4","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.23","201906","25","6,500","0","6","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","월세","48.525","201906","25","2,000","35","7","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","44.4903","201906","26","6,000","0","6","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201906","27","6,500","0","4","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","44.4903","201907","3","6,500","0","3","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","44.4903","201907","5","6,500","0","4","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201907","8","6,500","0","2","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","월세","41.23","201907","10","500","50","2","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201907","11","6,500","0","2","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.23","201907","11","6,500","0","4","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201907","11","6,500","0","4","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","44.4903","201907","15","6,000","0","5","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","44.4903","201907","16","6,500","0","2","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.935","201907","17","6,500","0","5","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.23","201907","26","6,500","0","3","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","41.23","201907","29","6,500","0","5","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","43.45","201908","2","6,500","0","2","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","42-7","0042","0007","(42-7)","전세","46.9405","201910","2","6,500","0","3","2018","덕암로221번길 24"
"대전광역시 대덕구 덕암동","62-18","0062","0018","금성백조","전세","41.5","201907","13","2,800","0","4","1988","덕암로173번길 8"
"대전광역시 대덕구 덕암동","62-18","0062","0018","금성백조","전세","31.39","202002","21","3,500","0","2","1988","덕암로173번길 8"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201904","1","4,000","0","2","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201904","2","4,000","0","12","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","201904","7","4,000","0","3","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","월세","41.87","201904","20","1,000","30","6","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","201905","13","3,500","0","11","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201905","16","4,500","0","14","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201905","20","4,500","0","13","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","201905","21","3,500","0","9","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","201907","29","1,000","0","9","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","201907","30","4,300","0","4","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201909","25","4,500","0","5","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201909","26","4,000","0","2","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","월세","41.87","201910","8","2,000","20","14","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201910","9","4,500","0","4","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","월세","41.87","201910","22","2,500","15","4","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201911","20","4,500","0","5","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","월세","41.87","201912","10","2,000","20","10","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201912","17","4,800","0","4","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","201912","28","4,500","0","14","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","202001","2","5,000","0","7","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","202001","8","4,000","0","13","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","월세","41.87","202001","30","1,500","20","11","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","34.58","202002","1","3,000","0","15","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","월세","41.87","202002","18","500","30","10","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","202002","22","4,000","0","6","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","전세","41.87","202003","10","4,500","0","14","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","46-2","0046","0002","리치빌","월세","54.5087","201907","18","905","12","1","2009","덕암로234번길 23"
"대전광역시 대덕구 덕암동","46-2","0046","0002","리치빌","전세","54.5087","201909","30","10,000","0","8","2009","덕암로234번길 23"
"대전광역시 대덕구 덕암동","46-2","0046","0002","리치빌","전세","54.5087","201910","8","9,000","0","12","2009","덕암로234번길 23"
"대전광역시 대덕구 덕암동","46-2","0046","0002","리치빌","월세","54.5087","202002","20","930","15","13","2009","덕암로234번길 23"
"대전광역시 대덕구 덕암동","46-2","0046","0002","리치빌","월세","54.5087","202002","26","930","15","9","2009","덕암로234번길 23"
"대전광역시 대덕구 덕암동","45-2","0045","0002","삼부덕암마을","월세","60","201905","15","1,000","40","9","2000","덕암로234번길 15"
"대전광역시 대덕구 덕암동","45-2","0045","0002","삼부덕암마을","전세","84.69","201907","31","13,000","0","10","2000","덕암로234번길 15"
"대전광역시 대덕구 덕암동","45-2","0045","0002","삼부덕암마을","전세","60","201909","21","10,000","0","10","2000","덕암로234번길 15"
"대전광역시 대덕구 덕암동","38-5","0038","0005","삼호(38-5)","전세","59.72","201905","27","4,000","0","3","1991","덕암북로10번길 130"
"대전광역시 대덕구 덕암동","38-5","0038","0005","삼호(38-5)","전세","59.72","201911","16","4,800","0","4","1991","덕암북로10번길 130"
"대전광역시 대덕구 덕암동","38-5","0038","0005","삼호(38-5)","월세","59.72","202003","17","1,000","30","2","1991","덕암북로10번길 130"
"대전광역시 대덕구 덕암동","9-3","0009","0003","삼호(9-3)","전세","56.64","201906","24","5,250","0","1","1991","덕암북로58번길 23"
"대전광역시 대덕구 덕암동","2-4","0002","0004","원창주택(A,B동)","월세","57","201908","26","500","35","3","1990","덕암북로10번길 23"
"대전광역시 대덕구 덕암동","4-1","0004","0001","원창주택(C,D동)","전세","59.82","201905","1","3,500","0","6","1991","덕암북로10번길 31"
"대전광역시 대덕구 덕암동","4-1","0004","0001","원창주택(C,D동)","월세","59.68","201911","4","500","30","2","1991","덕암북로10번길 31"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201904","6","500","35","13","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201904","12","1,000","35","1","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201904","13","500","30","13","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201904","17","7,000","0","12","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201904","22","7,000","0","14","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201904","22","500","40","3","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201905","22","500","35","6","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201905","27","1,000","30","3","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201905","29","7,000","0","12","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201906","10","10,000","0","3","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201906","13","2,000","20","15","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201906","27","7,000","0","12","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201907","5","2,000","20","3","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201907","8","500","35","7","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201907","16","500","30","1","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201908","19","10,000","0","8","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201908","21","1,500","30","4","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201908","27","6,500","0","10","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201908","28","1,000","35","12","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201909","2","500","40","5","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201909","3","10,000","0","8","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201909","6","5,000","0","1","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201909","11","500","35","3","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201909","26","1,000","30","13","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","201909","27","3,000","15","5","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201910","11","7,300","0","14","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201910","12","7,000","0","9","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201910","14","7,300","0","14","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201910","18","10,000","0","8","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201911","7","6,500","0","1","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201911","12","6,500","0","4","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","201912","13","7,000","0","11","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","월세","49.86","202001","10","500","40","2","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202001","11","7,000","0","3","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202001","21","7,100","0","4","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202001","31","1,000","0","7","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202003","10","7,000","0","7","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202003","11","7,500","0","13","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202003","11","7,500","0","13","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202003","13","6,000","0","1","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","전세","49.86","202003","26","7,000","0","14","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","207-45","0207","0045","두레마을","전세","59.9788","201905","28","12,000","0","2","2014","대덕대로1520번길 55"
"대전광역시 대덕구 목상동","207-45","0207","0045","두레마을","전세","59.9788","201907","10","12,000","0","8","2014","대덕대로1520번길 55"
"대전광역시 대덕구 목상동","207-45","0207","0045","두레마을","전세","59.9788","202003","13","12,000","0","8","2014","대덕대로1520번길 55"
"대전광역시 대덕구 목상동","204","0204","0000","두레마을 2차","전세","53.7971","202003","28","11,000","0","6","2014","대덕대로1486번길 65"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","201905","7","10,000","0","8","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","월세","59.96","201905","26","3,000","30","7","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","월세","59.96","201906","1","1,000","50","5","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","201906","22","10,000","0","2","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","201907","18","10,000","0","13","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","201910","24","10,000","0","7","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","201911","25","10,000","0","4","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","월세","59.96","201912","8","1,000","50","8","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","202001","8","10,000","0","2","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","전세","59.96","202001","8","10,000","0","2","1999","대덕대로1470번길 27"
